accession	description
"SRR7756790"	"Illumina HiSeq 2500 sequencing; T84"
"SRR11235646"	"NextSeq 500 sequencing; whole blood RRBS of T84"
"SRR1802909"	"Illumina HiSeq 2000 sequencing; Targeted sequencing of MB-T84"
"SRR5071694"	"Illumina HiSeq 2000 sequencing; GSM2414800: T84; Homo sapiens; RNA-Seq"
"SRR3786322"	"NextSeq 500 paired end sequencing; WT NO3 T84 (11A-PE-IL11-1)"
"SRR3820030"	"NextSeq 500 paired end sequencing; KO14 NO3 T84 (12B-PE-IL15-1)"
"SRR12232848"	"Illumina MiSeq sequencing; RNA-Seq of E. coli HS T84 adhered 1"
"SRR3820029"	"NextSeq 500 paired end sequencing; WT NO3 T84 (11B-PE-IL11-1)"
"SRR7693477"	"Illumina HiSeq 2500 sequencing; GSM3332281: T84 DMSO Rep1; Homo sapiens; RNA-Seq"
"SRR7693479"	"Illumina HiSeq 2500 sequencing; GSM3332283: T84 DMSO Rep3; Homo sapiens; RNA-Seq"
"SRR7693480"	"Illumina HiSeq 2500 sequencing; GSM3332284: T84 trametinib Rep1; Homo sapiens; RNA-Seq"
"SRR7693481"	"Illumina HiSeq 2500 sequencing; GSM3332285: T84 trametinib Rep2; Homo sapiens; RNA-Seq"
"SRR7693483"	"Illumina HiSeq 2500 sequencing; GSM3332287: T84 JQ1 Rep1; Homo sapiens; RNA-Seq"
"SRR7693485"	"Illumina HiSeq 2500 sequencing; GSM3332289: T84 JQ1 Rep3; Homo sapiens; RNA-Seq"
"SRR3786500"	"NextSeq 500 paired end sequencing; KO14 NO3 T84 (12A-PE-IL15-1)"
"SRR7693478"	"Illumina HiSeq 2500 sequencing; GSM3332282: T84 DMSO Rep2; Homo sapiens; RNA-Seq"
"SRR7693482"	"Illumina HiSeq 2500 sequencing; GSM3332286: T84 trametinib Rep3; Homo sapiens; RNA-Seq"
"SRR7693484"	"Illumina HiSeq 2500 sequencing; GSM3332288: T84 JQ1 Rep2; Homo sapiens; RNA-Seq"
"SRR12232875"	"Illumina MiSeq sequencing; RNA-Seq of E. coli HS T84 adhered 2"
"SRR12232873"	"Illumina MiSeq sequencing; RNA-Seq of STEC 97-3250 T84 adhered 1"
"SRR12232871"	"Illumina MiSeq sequencing; RNA-Seq of STEC 97-3250 T84 adhered 3"
"SRR12232869"	"Illumina MiSeq sequencing; RNA-Seq of STEC 4865/96 T84 adhered 2"
"SRR12232874"	"Illumina MiSeq sequencing; RNA-Seq of E. coli HS T84 adhered 3"
"SRR12232872"	"Illumina MiSeq sequencing; RNA-Seq of STEC 97-3250 T84 adhered 2"
"SRR12232870"	"Illumina MiSeq sequencing; RNA-Seq of STEC 4865/96 T84 adhered 1"
"SRR12232868"	"Illumina MiSeq sequencing; RNA-Seq of STEC 4865/96 T84 adhered 3"
"SRR7693487"	"Illumina HiSeq 2500 sequencing; GSM3332291: T84 trametinib + JQ1 Rep2; Homo sapiens; RNA-Seq"
"SRR7693486"	"Illumina HiSeq 2500 sequencing; GSM3332290: T84 trametinib + JQ1 Rep1; Homo sapiens; RNA-Seq"
"SRR7693488"	"Illumina HiSeq 2500 sequencing; GSM3332292: T84 trametinib + JQ1 Rep3; Homo sapiens; RNA-Seq"
"SRR8670673"	"Illumina HiSeq 2000 sequencing; WGS of T84_LARGE_INTESTINE"
"SRR14407915"	"Illumina HiSeq 2500 sequencing; scDNAseq of CAL51: Taxol-treated 48hrs"
"SRR7231972"	"HiSeq X Ten sequencing; exome sequencing lymphoma"
"SRR8635772"	"Illumina HiSeq 2000 sequencing; RainDance of T84_LARGE_INTESTINE"
"SRR6478270"	"Illumina MiSeq sequencing; Metagenome or environmental sample from human gut metagenome"
"SRR8633771"	"Illumina HiSeq 2000 sequencing; RRBS of T84_LARGE_INTESTINE"
"SRR3654096"	"Illumina HiSeq 2500 paired end sequencing; DFCI Colorectal Cancer Cohorts Illumina random exon sequencing of genomic DNA paired-end library &apos;Pond-303307&apos; containing sample &apos;T84-N&apos; from subject &apos;T84&apos;"
"SRR3667568"	"Illumina HiSeq 2500 paired end sequencing; DFCI Colorectal Cancer Cohorts Illumina random exon sequencing of genomic DNA paired-end library &apos;Pond-303267&apos; containing sample &apos;T84-4T&apos; from subject &apos;T84&apos;"
"SRR8506464"	"Illumina HiSeq 2500 sequencing; waterlogging stress for 18 hours"
"SRR4419637"	"Illumina MiSeq sequencing; 16S microbiome of Mus musculus: fecal DNA from 5-6 weeks old male (chow diet, TO and after 16 weeks of high-fat diet, T84)"
