accession	description
"SRR11281338"	"NextSeq 500 sequencing; GSM4404682: MiaPaCa-2; Homo sapiens; RNA-Seq"
"SRR11638735"	"Illumina HiSeq 2500 sequencing; GSM4504990: MiaPaCa-2-Control-2; Homo sapiens; RNA-Seq"
"SRR11638738"	"Illumina HiSeq 2500 sequencing; GSM4504993: MiaPaCa-2-low-Fluvastatin-2; Homo sapiens; RNA-Seq"
"SRR11638741"	"Illumina HiSeq 2500 sequencing; GSM4504996: MiaPaCa-2-low-Lovastatin-2; Homo sapiens; RNA-Seq"
"SRR11638750"	"Illumina HiSeq 2500 sequencing; GSM4505005: MiaPaCa-2-high-Lovastatin-2; Homo sapiens; RNA-Seq"
"SRR11638744"	"Illumina HiSeq 2500 sequencing; GSM4504999: MiaPaCa-2-low-Simvastatin-2; Homo sapiens; RNA-Seq"
"SRR11638747"	"Illumina HiSeq 2500 sequencing; GSM4505002: MiaPaCa-2-high-Fluvastatin-2; Homo sapiens; RNA-Seq"
"SRR11638711"	"Illumina HiSeq 2500 sequencing; GSM4505008: MiaPaCa-2-high-Simvastatin-2; Homo sapiens; RNA-Seq"
"SRR1688405"	"Illumina HiSeq 1500 sequencing; GSM1557110: MIAPACA-2 DMSO; Homo sapiens; RNA-Seq"
"SRR9931564"	"Illumina HiSeq 2500 sequencing; GSM4018784: MiaPaca-2_Ctrl 2; Mus musculus; RNA-Seq"
"SRR9931565"	"Illumina HiSeq 2500 sequencing; GSM4018785: MiaPaca-2_2G8 2; Mus musculus; RNA-Seq"
"SRR11638734"	"Illumina HiSeq 2500 sequencing; GSM4504989: MiaPaCa-2-Control-1; Homo sapiens; RNA-Seq"
"SRR11638736"	"Illumina HiSeq 2500 sequencing; GSM4504991: MiaPaCa-2-Control-3; Homo sapiens; RNA-Seq"
"SRR11638737"	"Illumina HiSeq 2500 sequencing; GSM4504992: MiaPaCa-2-low-Fluvastatin-1; Homo sapiens; RNA-Seq"
"SRR11638743"	"Illumina HiSeq 2500 sequencing; GSM4504998: MiaPaCa-2-low-Simvastatin-1; Homo sapiens; RNA-Seq"
"SRR11638745"	"Illumina HiSeq 2500 sequencing; GSM4505000: MiaPaCa-2-low-Simvastatin-3; Homo sapiens; RNA-Seq"
"SRR11638748"	"Illumina HiSeq 2500 sequencing; GSM4505003: MiaPaCa-2-high-Fluvastatin-3; Homo sapiens; RNA-Seq"
"SRR11638710"	"Illumina HiSeq 2500 sequencing; GSM4505007: MiaPaCa-2-high-Simvastatin-1; Homo sapiens; RNA-Seq"
"SRR11638712"	"Illumina HiSeq 2500 sequencing; GSM4505009: MiaPaCa-2-high-Simvastatin-3; Homo sapiens; RNA-Seq"
"SRR11638739"	"Illumina HiSeq 2500 sequencing; GSM4504994: MiaPaCa-2-low-Fluvastatin-3; Homo sapiens; RNA-Seq"
"SRR11638740"	"Illumina HiSeq 2500 sequencing; GSM4504995: MiaPaCa-2-low-Lovastatin-1; Homo sapiens; RNA-Seq"
"SRR11638742"	"Illumina HiSeq 2500 sequencing; GSM4504997: MiaPaCa-2-low-Lovastatin-3; Homo sapiens; RNA-Seq"
"SRR11638746"	"Illumina HiSeq 2500 sequencing; GSM4505001: MiaPaCa-2-high-Fluvastatin-1; Homo sapiens; RNA-Seq"
"SRR11638749"	"Illumina HiSeq 2500 sequencing; GSM4505004: MiaPaCa-2-high-Lovastatin-1; Homo sapiens; RNA-Seq"
"SRR11638709"	"Illumina HiSeq 2500 sequencing; GSM4505006: MiaPaCa-2-high-Lovastatin-3; Homo sapiens; RNA-Seq"
"SRR6171340"	"Illumina HiSeq 4000 sequencing; GSM2811199: GPx1-shRNA MiaPaCa-2 cells (D2); Homo sapiens; RNA-Seq"
"SRR6171342"	"Illumina HiSeq 4000 sequencing; GSM2811201: GPx1-shRNA MiaPaCa-2 cells (E2); Homo sapiens; RNA-Seq"
"SRR6171344"	"Illumina HiSeq 4000 sequencing; GSM2811203: GPx1-shRNA MiaPaCa-2 cells (F2); Homo sapiens; RNA-Seq"
"SRR1688406"	"Illumina HiSeq 1500 sequencing; GSM1557111: MIAPACA-2 2h JQ1 200 nM; Homo sapiens; RNA-Seq"
"SRR1688407"	"Illumina HiSeq 1500 sequencing; GSM1557112: MIAPACA-2 24h JQ1 200 nM; Homo sapiens; RNA-Seq"
"SRR6171339"	"Illumina HiSeq 4000 sequencing; GSM2811198: scramble-shRNA MiaPaCa-2 cells (D1); Homo sapiens; RNA-Seq"
"SRR6171341"	"Illumina HiSeq 4000 sequencing; GSM2811200: scramble-shRNA MiaPaCa-2 cells (E1); Homo sapiens; RNA-Seq"
"SRR6171343"	"Illumina HiSeq 4000 sequencing; GSM2811202: scramble-shRNA MiaPaCa-2 cells (F1); Homo sapiens; RNA-Seq"
"SRR653030"	"Illumina HiSeq 2000 sequencing; GSM1070774: MiaPaCa-2 cells treated with DMEM  [Mia-DMEM]; Homo sapiens; RNA-Seq"
"SRR653032"	"Illumina HiSeq 2000 sequencing; GSM1070775: MiaPaCa-2 cells treated with calcipotriol  [Mia-CAL]; Homo sapiens; RNA-Seq"
"SRR653029"	"Illumina HiSeq 2000 sequencing; GSM1070774: MiaPaCa-2 cells treated with DMEM  [Mia-DMEM]; Homo sapiens; RNA-Seq"
"SRR653031"	"Illumina HiSeq 2000 sequencing; GSM1070775: MiaPaCa-2 cells treated with calcipotriol  [Mia-CAL]; Homo sapiens; RNA-Seq"
"SRR653035"	"Illumina HiSeq 2000 sequencing; GSM1070777: MiaPaCa-2 cells treated with conditioned media [Mia-CMS]; Homo sapiens; RNA-Seq"
"SRR653033"	"Illumina HiSeq 2000 sequencing; GSM1070776: MiaPaCa-2 cells treated with conditioned media  [Mia-CM]; Homo sapiens; RNA-Seq"
"SRR653034"	"Illumina HiSeq 2000 sequencing; GSM1070776: MiaPaCa-2 cells treated with conditioned media  [Mia-CM]; Homo sapiens; RNA-Seq"
"SRR653036"	"Illumina HiSeq 2000 sequencing; GSM1070777: MiaPaCa-2 cells treated with conditioned media [Mia-CMS]; Homo sapiens; RNA-Seq"
