accession	description
"SRR13631042"	"Illumina HiSeq 2000 sequencing; GSM5065062: MIA-PACA-2; Homo sapiens; RNA-Seq"
"SRR8235263"	"Illumina HiSeq 2000 sequencing; GSM3486129: MIA PaCa-2; Homo sapiens; RNA-Seq"
"SRR13106226"	"NextSeq 550 sequencing; GSM4928670: Mia PaCa-2 cells, A1-2; Homo sapiens; RNA-Seq"
"SRR13106229"	"NextSeq 550 sequencing; GSM4928673: Mia PaCa-2 cells, A6-2; Homo sapiens; RNA-Seq"
"SRR13106235"	"NextSeq 550 sequencing; GSM4928679: Mia PaCa-2 cells, CO-2; Homo sapiens; RNA-Seq"
"SRR4046352"	"NextSeq 500 sequencing; GSM2286769: MIA PaCa-2 sicon 2%input; Homo sapiens; ChIP-Seq"
"SRR4046355"	"NextSeq 500 sequencing; GSM2286772: MIA PACa-2 siMLL1 2%input; Homo sapiens; ChIP-Seq"
"SRR4046358"	"NextSeq 500 sequencing; GSM2286775: MIA PACa-2 siMLL3 2%input; Homo sapiens; ChIP-Seq"
"SRR13106231"	"NextSeq 550 sequencing; GSM4928675: Mia PaCa-2 cells, C1; Homo sapiens; RNA-Seq"
"SRR13106232"	"NextSeq 550 sequencing; GSM4928676: Mia PaCa-2 cells, C2; Homo sapiens; RNA-Seq"
"SRR13106233"	"NextSeq 550 sequencing; GSM4928677: Mia PaCa-2 cells, C3; Homo sapiens; RNA-Seq"
"SRR13106237"	"NextSeq 550 sequencing; GSM4928681: Mia PaCa-2 cells, R1; Homo sapiens; RNA-Seq"
"SRR13106238"	"NextSeq 550 sequencing; GSM4928682: Mia PaCa-2 cells, R2; Homo sapiens; RNA-Seq"
"SRR13106239"	"NextSeq 550 sequencing; GSM4928683: Mia PaCa-2 cells, R3; Homo sapiens; RNA-Seq"
"SRR5726712"	"Illumina HiSeq 2500 sequencing; GSM2677869: MIA PaCa-2/E47 NT3; Homo sapiens; RNA-Seq"
"SRR5726714"	"Illumina HiSeq 2500 sequencing; GSM2677871: MIA PaCa-2/E47 WT2; Homo sapiens; RNA-Seq"
"SRR5726715"	"Illumina HiSeq 2500 sequencing; GSM2677872: MIA PaCa-2/E47 WT3; Homo sapiens; RNA-Seq"
"SRR13106228"	"NextSeq 550 sequencing; GSM4928672: Mia PaCa-2 cells, A6-1; Homo sapiens; RNA-Seq"
"SRR13106234"	"NextSeq 550 sequencing; GSM4928678: Mia PaCa-2 cells, CO-1; Homo sapiens; RNA-Seq"
"SRR13106236"	"NextSeq 550 sequencing; GSM4928680: Mia PaCa-2 cells, CO-3; Homo sapiens; RNA-Seq"
"SRR4046353"	"NextSeq 500 sequencing; GSM2286770: MIA PACa-2 sicon IP H3K4me1; Homo sapiens; ChIP-Seq"
"SRR4046354"	"NextSeq 500 sequencing; GSM2286771: MIA PACa-2 sicon IP H3K4me3; Homo sapiens; ChIP-Seq"
"SRR4046356"	"NextSeq 500 sequencing; GSM2286773: MIA PACa-2 siMLL1 IP H3K4me1; Homo sapiens; ChIP-Seq"
"SRR4046359"	"NextSeq 500 sequencing; GSM2286776: MIA PACa-2 siMLL3 IP H3K4me1; Homo sapiens; ChIP-Seq"
"SRR5726710"	"Illumina HiSeq 2500 sequencing; GSM2677867: MIA PaCa-2/E47 NT1; Homo sapiens; RNA-Seq"
"SRR5726711"	"Illumina HiSeq 2500 sequencing; GSM2677868: MIA PaCa-2/E47 NT2; Homo sapiens; RNA-Seq"
"SRR5726713"	"Illumina HiSeq 2500 sequencing; GSM2677870: MIA PaCa-2/E47 WT1; Homo sapiens; RNA-Seq"
"SRR13106225"	"NextSeq 550 sequencing; GSM4928669: Mia PaCa-2 cells, A1-1; Homo sapiens; RNA-Seq"
"SRR13106227"	"NextSeq 550 sequencing; GSM4928671: Mia PaCa-2 cells, A1-3; Homo sapiens; RNA-Seq"
"SRR13106230"	"NextSeq 550 sequencing; GSM4928674: Mia PaCa-2 cells, A6-3; Homo sapiens; RNA-Seq"
"SRR4046357"	"NextSeq 500 sequencing; GSM2286774: MIA PACa-2 siMLL1 IP H3K4me3; Homo sapiens; ChIP-Seq"
"SRR4046360"	"NextSeq 500 sequencing; GSM2286777: MIA PaCa-2 siMLL3 IP H3K4me3; Homo sapiens; ChIP-Seq"
"SRR9899318"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 3 hour control"
"SRR9899313"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in mouse xenograft: 3 hour control"
"SRR9899314"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 2D culture: 19 hour control"
"SRR9899334"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 2D culture: 3 hour control"
"SRR9899326"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 19 hour control"
"SRR9899321"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 3 hour control"
"SRR9899316"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in mouse xenograft: 3 hour control"
"SRR9899312"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 2D culture: 19 hour control"
"SRR9899333"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 2D culture: 3 hour control"
"SRR9899328"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 19 hour control"
"SRR12638469"	"NextSeq 500 sequencing; GSM4780997: Pancreatic cancer cells MIA PaCa-2 - H3K27ac Input; Homo sapiens; ChIP-Seq"
"SRR12638479"	"Illumina HiSeq 2500 sequencing; GSM4781007: Pancreatic cancer cells MIA PaCa-2 - H3K27ac - untreated; Homo sapiens; ChIP-Seq"
"SRR10326537"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326536"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326532"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326529"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326527"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326534"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326533"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326531"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326530"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326419"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326418"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326417"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326416"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326415"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326414"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: vehicle treated Mia PaCa-2"
"SRR10326413"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR12638468"	"NextSeq 500 sequencing; GSM4780996: Pancreatic cancer cells MIA PaCa-2 - H3K27ac Triptolide treated; Homo sapiens; ChIP-Seq"
"SRR10326538"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR10326535"	"Illumina HiSeq 2000 sequencing; RNA-seq of human pancreas cancer cell line: MRTX849 treated Mia PaCa-2"
"SRR9899323"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 19 hour treatment with trametinib"
"SRR9899319"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in 3D spheroid: 3 hour treatment with trametinib"
"SRR9899317"	"Illumina HiSeq 4000 sequencing; RNA-Seq of MIA PaCa-2  in mouse xenograft: 3 hour treatment with trametinib"
