accession	description
"SRR14634346"	"Illumina HiSeq 2000 sequencing; GSM5334935: T-84; Homo sapiens; miRNA-Seq"
"SRR4030102"	"Illumina HiSeq 2000 sequencing; Conch Spring, C T=80-84 metagenome"
"SRR1608134"	"Illumina HiSeq 2000 sequencing; GSM1521172: T-84; Homo sapiens; miRNA-Seq"
"SRR4030098"	"Illumina HiSeq 2000 sequencing; Octopus Spring Streamers T=80-84 metagenome"
"SRR6358143"	"NextSeq 500 sequencing; GSM2880111: Primary T cell 84; Homo sapiens; ATAC-seq"
"SRR13702355"	"HiSeq X Ten sequencing; GSM5080442: scATAC for Thymus cells, T-3-84; Mus musculus; ATAC-seq"
"SRR13398163"	"NextSeq 500 sequencing; GSM5012596: Th1 differentiated CD4 T Cell - eGFP_neg, Control, cell 84; Mus musculus; RNA-Seq"
"SRR13398067"	"NextSeq 500 sequencing; GSM5012980: Th17 differentiated CD4 T Cell - eGFP_neg, Control, cell 84; Mus musculus; RNA-Seq"
"SRR1959641"	"Illumina HiSeq 2000 paired end sequencing; Targeted Capture of Homo sapiens Pancreatic Ductal Adenocarcinoma sample PACA-84-T"
"ERR3991113"	"HiSeq X Five paired end sequencing"
"ERR3991116"	"HiSeq X Five paired end sequencing"
"SRR4342280"	"Illumina HiSeq 2500 sequencing; Targeted sequencing of CML patient"
"SRR1057100"	"Illumina Genome Analyzer II paired end sequencing; Colorectal and Breast Cancer Whole Exome and Target Region Sequencing"
"SRR5515489"	"Illumina MiSeq sequencing; 16S of Sus scrofa: fecal microbiome from non-medicated 7 week old pigs"
"ERR3898960"	"Illumina MiSeq paired end sequencing"
"ERR4388046"	"Illumina MiSeq paired end sequencing"
"ERR4403934"	"Illumina MiSeq paired end sequencing"
"ERR4405018"	"Illumina MiSeq paired end sequencing"
"ERR3579234"	"Illumina MiSeq paired end sequencing"
"ERR4009075"	"Illumina MiSeq paired end sequencing"
