accession	description
"SRR1825664"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 2 normal sample"
"SRR1825675"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 3 normal sample"
"SRR1825678"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 3 normal sample"
"SRR1823053"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 1 normal sample"
"SRR1825665"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 2 normal sample"
"SRR1825674"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 3 normal sample"
"SRR1825677"	"Illumina HiSeq 2000 sequencing; Whole-exome sequencing of case 3 normal sample"
"SRR494505"	"Illumina Genome Analyzer IIx paired end sequencing; exome sequencing of NKTCL sample 31 normal"
"SRR3124549"	"Illumina HiSeq 2500 paired end sequencing; 937 normal type pool in F2 for BSR-seq"
"SRR3124683"	"Illumina HiSeq 2500 paired end sequencing; 1554 normal type pool in F2 for BSR-seq"
"SRR3124656"	"Illumina HiSeq 2500 paired end sequencing; 916 normal type pool in F2 for BSR-seq"
"SRR3124663"	"Illumina HiSeq 2500 paired end sequencing; 1115 normal type pool in F2 for BSR-seq"
"SRR3124669"	"Illumina HiSeq 2500 paired end sequencing; 883 normal type pool in F2 for BSR-seq"
"SRR6827040"	"Illumina MiSeq sequencing; DaCBF4 overexpressor, normal control, biological replicate #1"
"SRR6827031"	"Illumina MiSeq sequencing; wild type, normal control, biological replicate #1"
"SRR6827037"	"Illumina HiSeq 2000 sequencing; wild type, normal control, biological replicate #3"
"SRR6827027"	"Illumina HiSeq 1500 sequencing; DaCBF4 overexpressor, normal control, biological replicate #3"
"SRR6827034"	"Illumina HiSeq 2000 sequencing; wild type, normal control, biological replicate #2"
"SRR6827029"	"Illumina HiSeq 2000 sequencing; DaCBF4 overexpressor, normal control, biological replicate #2"
"SRR835134"	"Illumina HiSeq 2000 paired end sequencing; Illumina whole genome paired sequencing of pediatric low grade glioma sample PLGG24-Normal"
"SRR835138"	"Illumina HiSeq 2000 paired end sequencing; Illumina whole genome paired sequencing of pediatric low grade glioma sample PLGG24-Normal"
"SRR835137"	"Illumina HiSeq 2000 paired end sequencing; Illumina whole genome paired sequencing of pediatric low grade glioma sample PLGG24-Normal"
"SRR835136"	"Illumina HiSeq 2000 paired end sequencing; Illumina whole genome paired sequencing of pediatric low grade glioma sample PLGG24-Normal"
